	MedCodeId	Observations	Term	stroke			
443	a13909901000006119	30	Cerebral ischaemic stroke co-occurrent with subarachnoid haemorrhage	stroke			
444	a126301000006113	30	Stenosis of precerebral artery	stroke			
445	a896531000006110	30	Cerebral h'ge after injury	stroke			
446	a320897016	30	Other cerebral haemorrhage following injury NOS	stroke			
447	a543251000006116	30	Cerebrovascular disorder in the puerperium	stroke			
448	a6348291000006115	30	Thrombotic stroke	stroke			
449	a6348291000006115	30	Thrombotic stroke	stroke			
450	a483988011	30	Bulbar haemorrhage	stroke			
451	a483988011	30	Bulbar haemorrhage	stroke			
452	a320771016	30	Open traumatic subdural haemorrhage	stroke			
453	a5011211000006112	30	Pure sensory lacunar infarction	stroke			
454	a124141000006116	30	Subdural h'ge inj no open intracran wnd+LOC unspec duration	stroke			
455	a5011211000006112	30	Pure sensory lacunar infarction	stroke			
456	a480952017	30	Perinatal subarachnoid haemorrhage	stroke			
457	a884501000006113	30	Cerebral A. occlusion NOS	stroke			
458	a267311000006118	30	Occlusion and stenosis of multiple and bilateral cerebral arteries	stroke			
459	a300942019	30	[X]Occlusion and stenosis of other precerebral arteries	stroke			
460	a7855631000006111	20	Cerebral ischaemic stroke due to small artery occlusion	stroke			
461	a14014251000006116	20	Cerebrovascular accident due to occlusion of bilateral pontine arteries	stroke			
462	a884491000006117	20	Precerebral A. occlusion NOS	stroke			
463	a300345010	20	Multiple and bilateral precerebral artery syndromes	stroke			
464	a370681000006116	20	[X]Cerebral arteritis in other diseases CE	stroke			
465	a14014251000006116	20	Cerebrovascular accident due to occlusion of bilateral pontine arteries	stroke			
466	a5589641000006112	20	Intracerebellar and posterior fossa haemorrhage	stroke			
467	a542271000006119	20	Cerebellar (nontraumatic) and posterior fossa haemorrhage of foetus and newborn	stroke			
468	a894091000006111	20	Cerebral haemorrhage - birth	stroke			
469	a7071911000006114	20	Thalamic stroke	stroke			
470	a5011451000006114	20	Stroke of uncertain pathology	stroke			
471	a300345010	20	Multiple and bilateral precerebral artery syndromes	stroke			
472	a316519019	20	Subarachnoid haemorrhage due to birth injury	stroke			
473	a7855631000006111	20	Cerebral ischaemic stroke due to small artery occlusion	stroke			
474	a660071000006113	20	Extradural h'ge inj no open intracran wnd+concussion unspec	stroke			
475	a5589641000006112	20	Intracerebellar and posterior fossa haemorrhage	stroke			
476	a2901571000006113	20	Completed stroke	stroke			
477	a296942012	20	Phlebitis cavernous sinus	stroke			
478	a1221072019	20	Embolism of central nervous system venous sinus	stroke			
479	a7289121000006119	20	Recurrent transient cerebral ischaemic attack	stroke			
480	a3508964014	20	Cerebrovascular accident due to thrombus of left middle cerebral artery	stroke			
481	a7289121000006119	20	Recurrent transient cerebral ischaemic attack	stroke			
482	a320814012	20	Extradural haemorrhage following injury with open intracranial wound	stroke			
483	a2901571000006113	20	Completed stroke	stroke			
484	a4837471000006112	20	"Intraventricular (nontraumatic) haemorrhage, grade 3, of fetus and newborn"	stroke			
485	a3509810017	20	Cerebrovascular accident due to occlusion of right middle cerebral artery	stroke			
486	a316150014	20	Intracerebral haematoma in fetus or newborn	stroke			
487	a3508964014	20	Cerebrovascular accident due to thrombus of left middle cerebral artery	stroke			
488	a5011521000006118	20	Vertebrobasilar territory transient ischaemic attack	stroke			
489	a459518012	20	Traumatic extradural haematoma with open intracranial wound	stroke			
490	a7598981000006119	20	Cerebral infarction due to embolism of middle cerebral artery	stroke			
491	a5011521000006118	20	Vertebrobasilar territory transient ischaemic attack	stroke			
492	a5011451000006114	20	Stroke of uncertain pathology	stroke			
493	a4056931000006116	20	Brain stem haemorrhage	stroke			
494	a3778021000006116	20	LMS - Lateral medullary syndrome	stroke			
495	a4056931000006116	20	Brain stem haemorrhage	stroke			
496	a3505637014	20	Occlusion of left middle cerebral artery	stroke			
497	a5011111000006118	20	Partial anterior cerebral circulation stroke	stroke			
498	a3505637014	20	Occlusion of left middle cerebral artery	stroke			
499	a5011111000006118	20	Partial anterior cerebral circulation stroke	stroke			
500	a3778021000006116	20	LMS - Lateral medullary syndrome	stroke			
501	a3648381000006112	10	Thrombosis of superior sagittal sinus	stroke			
502	a2838001000006118	10	Cerebral venous thrombosis of lateral sinus	stroke			
503	a3509794017	10	Cerebrovascular accident due to occlusion of left middle cerebral artery	stroke			
504	a3193201000006113	10	Unruptured cerebral aneurysm	stroke			
505	a5011071000006114	10	Total anterior cerebral circulation stroke	stroke			
506	a3509794017	10	Cerebrovascular accident due to occlusion of left middle cerebral artery	stroke			
507	a3508965010	10	Stroke due to thrombus of left middle cerebral artery	stroke			
508	a5011081000006112	10	TACS - Total anterior cerebral circulation stroke	stroke			
509	a3508965010	10	Stroke due to thrombus of left middle cerebral artery	stroke			
510	a7861171000006114	10	White matter disorder with CADASIL	stroke			
511	a124161000006117	10	Subdural h'ge inj no open intracranial wnd + unspec consc	stroke			
512	a5011501000006111	10	Anterior circulation transient ischemic attack	stroke			
513	a3522701000006112	10	CVD - Cerebrovascular disease	stroke			
514	a296935012	10	Embolism transverse sinus	stroke			
515	a2729571000000119	10	Cerebral infarction due to stenosis of cerebral artery	stroke			
516	a2729571000000119	10	Cerebral infarction due to stenosis of cerebral artery	stroke			
517	a2871271000006114	10	Intraventricular haemorrhage	stroke			
518	a426481000006114	10	[X]Sequelae/other + unspecified cerebrovascular diseases	stroke			
519	a2729551000000111	10	Cerebral infarction due to occlusion of cerebral artery	stroke			
520	a2729551000000111	10	Cerebral infarction due to occlusion of cerebral artery	stroke			
521	a286395017	10	Listerial cerebral arteritis	stroke			
522	a13909881000006116	10	Cerebral ischaemic stroke due to global hypoperfusion with watershed infarct	stroke			
523	a13909881000006116	10	Cerebral ischaemic stroke due to global hypoperfusion with watershed infarct	stroke			
524	a3511955015	10	Thrombosis of right middle cerebral artery	stroke			
525	a3511955015	10	Thrombosis of right middle cerebral artery	stroke			
526	a300310019	10	Multiple and bilateral precerebral arterial occlusion	stroke			
527	a660031000006110	10	Extradural h'ge inj no open intracra wnd+LOC unspec duration	stroke			
528	a3930491000006117	10	Transient monocular blindness	stroke			
529	a2262521000000110	10	Call-Fleming syndrome	stroke			
530	a5011501000006111	10	Anterior circulation transient ischemic attack	stroke			
531	a5588471000006111	10	Intraventricular haemorrhage of prematurity	stroke			
532	a5582901000006111	10	Unruptured aneurysm of middle cerebral artery	stroke			
533	a404781000006115	10	[X]Oth intracranial(nontraumatic)haemorrhages/fetus+newborn	stroke			
534	a2622631000006114	10	Intrapontine haemorrhage	stroke			
535	a3508961018	10	Cerebrovascular accident due to thrombus of right middle cerebral artery	stroke			
536	a313575014	10	Congenital stricture of cerebral artery	stroke			
537	a3508961018	10	Cerebrovascular accident due to thrombus of right middle cerebral artery	stroke			
538	a3511959014	10	Thrombosis of left middle cerebral artery	stroke			
539	a3511959014	10	Thrombosis of left middle cerebral artery	stroke			
540	a3508962013	10	Stroke due to thrombus of right middle cerebral artery	stroke			
541	a3505639012	10	Occlusion of right middle cerebral artery	stroke			
542	a7839991000006115	10	Silent cerebral infarct	stroke			
543	a988951000006117	10	Transient Ischaemic Attacks	stroke			
544	a988951000006117	10	Transient Ischaemic Attacks	stroke			
545	a7839991000006115	10	Silent cerebral infarct	stroke			
546	a3505639012	10	Occlusion of right middle cerebral artery	stroke			
547	a5011081000006112	10	TACS - Total anterior cerebral circulation stroke	stroke			
548	a2622631000006114	10	Intrapontine haemorrhage	stroke			
549	a3508962013	10	Stroke due to thrombus of right middle cerebral artery	stroke			
550	a5011071000006114	10	Total anterior cerebral circulation stroke	stroke			
551	a5595891000006118	9	Berry aneurysm	stroke			
552	a660091000006114	9	Extradural h'ge inj no open intracranial wnd + unspec consc	stroke			
553	a7378421000006118	9	Traumatic intracerebral haemorrhage	stroke			
554	a11920121000006117	9	Transient cerebral ischemia	stroke			
555	a11920121000006117	9	Transient cerebral ischemia	stroke			
556	a124051000006118	9	Subdural h'ge inj + open intracran wnd+LOC unspec duration	stroke			
557	a7363341000006119	8	Intraparenchymal haemorrhage of brain	stroke			
558	a5934341000006117	8	Chronic intracranial subdural hematoma	stroke			
559	a315694014	8	Congenital anomaly of precerebral vessel	stroke			
560	a5011241000006111	8	Lacunar ataxic hemiparesis	stroke			
561	a3507383012	8	Spontaneous haemorrhage of cortical intracerebral hemisphere	stroke			
562	a407291000006117	8	[X]Other cerebrovascular disorders in diseases CE	stroke			
563	a7067291000006113	8	Infarction of medulla oblongata	stroke			
564	a7067291000006113	8	Infarction of medulla oblongata	stroke			
565	a639231000006117	8	Embolus of central nervous system venous sinus	stroke			
566	a5904271000006110	8	CCF - carotid cavernous fistula	stroke			
567	a5459261000006114	8	Traumatic subdural haematoma	stroke			
568	a124151000006119	8	Subdural h'ge inj no open intracran wound+concussion unspec	stroke			
569	a5597281000006110	8	Ruptured cerebral arteriovenous malformation	stroke			
570	a3507383012	8	Spontaneous haemorrhage of cortical intracerebral hemisphere	stroke			
571	a3777981000006119	8	Posterior inferior cerebellar artery syndrome	stroke			
572	a3777981000006119	8	Posterior inferior cerebellar artery syndrome	stroke			
573	a5011241000006111	8	Lacunar ataxic hemiparesis	stroke			
574	a5011171000006110	7	LACI - Lacunar infarction	stroke			
575	a5459301000006117	7	Traumatic cranial subarachnoid haemorrhage	stroke			
576	a5011541000006113	7	Posterior circulation transient ischemic attack	stroke			
577	a5011541000006113	7	Posterior circulation transient ischemic attack	stroke			
578	a660021000006112	7	"Extradural haemorrhage following injury with open intracranial wound, with no loss of consciousness"	stroke			
579	a3508955016	7	Cerebrovascular accident due to thrombus of basilar artery	stroke			
580	a5011101000006116	7	PACI - Partial anterior cerebral circulation infarction	stroke			
581	a7134251000006110	7	Intraparenchymal hematoma of brain	stroke			
582	a5011171000006110	7	LACI - Lacunar infarction	stroke			
583	a3071661000006112	7	Subdural hemorrhage	stroke			
584	a14182621000006113	7	Cryptogenic stroke	stroke			
585	a3508955016	7	Cerebrovascular accident due to thrombus of basilar artery	stroke			
586	a4198341000006113	7	Intracranial haemorrhage following injury without open intracranial wound	stroke			
587	a5588511000006118	7	Perinatal subependymal haemorrhage	stroke			
588	a5011101000006116	7	PACI - Partial anterior cerebral circulation infarction	stroke			
589	a7085881000006119	7	Extradural haematoma	stroke			
590	a12223111000006115	6	Intracerebral hemorrhage	stroke			
591	a2841141000006111	6	SAH - Subarachnoid haemorrhage	stroke			
592	a4056971000006118	6	Thrombosis of cerebral veins	stroke			
593	a5898441000006118	6	Haematoma of brain	stroke			
594	a13717171000006112	6	Cerebrovascular accident due to stenosis of bilateral carotid arteries	stroke			
595	a5011351000006119	6	Posterior cerebral circulation haemorrhagic infarction	stroke			
596	a5904251000006117	6	Carotid cavernous fistula	stroke			
597	a13717171000006112	6	Cerebrovascular accident due to stenosis of bilateral carotid arteries	stroke			
598	a4837421000006111	6	"Intraventricular (nontraumatic) haemorrhage, grade 2, of foetus and newborn"	stroke			
599	a296946010	6	Phlebitis of central nervous system venous sinus NOS	stroke			
600	a4056901000006112	6	SDH - Subdural hematoma	stroke			
601	a12223111000006115	6	Intracerebral hemorrhage	stroke			
602	a5011351000006119	6	Posterior cerebral circulation haemorrhagic infarction	stroke			
603	a660081000006111	5	Extradural h'ge inj no open intracranial wnd + no loss consc	stroke			
604	a660041000006117	5	Extradural h'ge inj no open intracran wnd+>24hr LOC+recovery	stroke			
605	a4777861000006119	5	Intracerebral haemorrhage with intraventricular haemorrhage	stroke			
606	a3553621000006119	5	Vertebral artery thrombosis	stroke			
607	a5459181000006112	5	Extradural haemorrhage after injury	stroke			
608	a123391000006113	5	Subarachnoid h'ge inj no open intracran wnd+<1hr loss consc	stroke			
609	a123411000006113	5	Subarachnoid h'ge inj no open intracran wnd+no loss consc	stroke			
610	a4056891000006113	5	SDH - Subdural haematoma	stroke			
611	a4777861000006119	5	Intracerebral haemorrhage with intraventricular haemorrhage	stroke			
612	a3507370011	5	Spontaneous haemorrhage of cerebral hemisphere	stroke			
613	a3512178012	5	Embolus of right middle cerebral artery	stroke			
614	a3507370011	5	Spontaneous haemorrhage of cerebral hemisphere	stroke			
615	a5582941000006113	5	Unruptured aneurysm of posterior communicating artery	stroke			
616	a3512178012	5	Embolus of right middle cerebral artery	stroke			
617	a124191000006113	5	Subdural h'ge inj no open intracranial wound+no loss consc	stroke			
618	a5898461000006119	5	Cerebellar haematoma	stroke			
619	a123381000006110	5	"Subarachnoid haemorrhage following injury with open intracranial wound, with no loss of consciousness"	stroke			
620	a307879017	5	Puerperal cerebrovascular disorder unspecified	stroke			
621	a4193641000006111	5	Nonparalytic stroke	stroke			
622	a4193641000006111	5	Nonparalytic stroke	stroke			
623	a4835801000006114	5	Cerebral haematoma in foetus or newborn	stroke			
624	a39831000006110	5	Oth cerebral h'ge inj no open intracranial wnd+no loss consc	stroke			
625	a6837051000006119	5	Basal ganglion stroke	stroke			
626	a5595911000006116	5	Saccular aneurysm	stroke			
627	a659991000006112	5	Extradural h'ge inj + open intracran wnd+LOC unspec duration	stroke			
628	a6837051000006119	5	Basal ganglion stroke	stroke			
629	a12370661000006114	5	Dementia with mixed aetiology	stroke			
630	a3610801000006115	5	BIH - Benign intracranial hypertension	stroke			
631	a307880019	5	Puerperal cerebrovascular disorder - delivered	stroke			
632	a124111000006115	5	"Subdural haemorrhage following injury with open intracranial wound, with no loss of consciousness"	stroke			
633	a702641000006119	5	Middle meningeal haemmorhage following injury	stroke			
634	a2871261000006119	5	Intraventricular hemorrhage	stroke			
635	a5011661000006113	4	Cerebral venous thrombosis of cortical vein	stroke			
636	a3505651014	4	Occlusion of left posterior cerebral artery	stroke			
637	a3505651014	4	Occlusion of left posterior cerebral artery	stroke			
638	a307884011	4	Puerperal cerebrovascular disorder NOS	stroke			
639	a296941017	4	Phlebitis of central nervous system venous sinuses	stroke			
640	a2832651000006111	4	Subcortical haemorrhage	stroke			
641	a894331000006110	4	Fetal cerebral haemorrhage	stroke			
642	a2832651000006111	4	Subcortical haemorrhage	stroke			
643	a2475584018	4	Phlebitis lateral sinus	stroke			
644	a296945014	4	Phlebitis transverse sinus	stroke			
645	a5011551000006110	4	Posterior circulation transient ischaemic attack	stroke			
646	a411416011	4	Stroke in the puerperium	stroke			
647	a6349401000006115	4	Neonatal stroke	stroke			
648	a5582931000006115	4	Unruptured aneurysm of anterior communicating artery	stroke			
649	a411416011	4	Stroke in the puerperium	stroke			
650	a5011551000006110	4	Posterior circulation transient ischaemic attack	stroke			
651	a5011431000006119	4	Lacunar haemorrhage	stroke			
652	a5011431000006119	4	Lacunar haemorrhage	stroke			
653	a30981000006112	4	Oth cerebral h'ge inj no open intracran wnd+unspec consc	stroke			
654	a7598991000006116	4	Thrombosis of middle cerebral artery	stroke			
655	a5459281000006116	4	Traumatic cranial subarachnoid hemorrhage	stroke			
656	a7834511000006116	4	Traumatic subarachnoid haemorrhage without coma	stroke			
657	a5011231000006118	3	Pure sensorimotor lacunar infarction	stroke			
658	a5011231000006118	3	Pure sensorimotor lacunar infarction	stroke			
659	a9478321000006112	3	Amaurosis fugax of left eye	stroke			
660	a123311000006115	3	Subarach h'ge inj no open intracran wnd + concussion unspec	stroke			
661	a7599001000006116	3	Cerebral infarction due to thrombosis of middle cerebral artery	stroke			
662	a2520541000006112	3	Intracranial hemorrhage	stroke			
663	a3648521000006115	3	Neonatal intraventricular haemorrhage	stroke			
664	a3508956015	3	Stroke due to basilar artery thrombus	stroke			
665	a4189401000006111	3	Fahr disease	stroke			
666	a3512176011	3	Embolus of left middle cerebral artery	stroke			
667	a3512176011	3	Embolus of left middle cerebral artery	stroke			
668	a13967201000006117	3	Occlusion of branch of basilar artery	stroke			
669	a3509817019	3	Left hemispheric cerebellar artery embolism with stroke	stroke			
670	a3509817019	3	Left hemispheric cerebellar artery embolism with stroke	stroke			
671	a13967201000006117	3	Occlusion of branch of basilar artery	stroke			
672	a7090271000006110	3	Occipital subdural haematoma	stroke			
673	a5011061000006119	3	TACI - Total anterior cerebral circulation infarction	stroke			
674	a4777811000006117	3	Basal ganglia hemorrhage	stroke			
675	a296934011	3	Embolism lateral sinus	stroke			
676	a5011061000006119	3	TACI - Total anterior cerebral circulation infarction	stroke			
677	a3971061000006111	3	Vertebral artery stenosis	stroke			
678	a5011581000006119	3	Subarachnoid haemorrhage due to ruptured aneurysm	stroke			
679	a7378401000006111	3	Traumatic intracerebral hemorrhage	stroke			
680	a5011261000006110	3	Multi-infarct state	stroke			
681	a5011261000006110	3	Multi-infarct state	stroke			
682	a9478331000006110	3	Amaurosis fugax of right eye	stroke			
683	a124171000006112	3	Subdural h'ge inj no open intracranial wnd+>24 LOC +recovery	stroke			
684	a8195431000006118	3	Stroke/cerebrovascular accident 6 month review	stroke			
685	a5011651000006111	3	Cerebral venous thrombosis of sigmoid sinus	stroke			
686	a3508956015	3	Stroke due to basilar artery thrombus	stroke			
687	a4777811000006117	3	Basal ganglia hemorrhage	stroke			
688	a5518071000006116	3	SAH - Spontaneous subarachnoid haemorrhage	stroke			
689	a123351000006119	2	Subarachnoid h'ge inj + open intracran wnd+concussion unspec	stroke			
690	a200591000006119	2	Puerperal cerebrovascular disorder - delivered with postnatal complication	stroke			
691	a5597481000006114	2	Ruptured aneurysm of anterior cerebral artery	stroke			
692	a4057031000006117	2	Brain stem infarct	stroke			
693	a300945017	2	[X]Cerebral arteritis in infectious and parasitic diseases	stroke			
694	a5060601000006117	2	AVM - Cerebral arteriovenous malformation	stroke			
695	a4057031000006117	2	Brain stem infarct	stroke			
696	a12370641000006110	2	Dementia with mixed etiology	stroke			
697	a7295961000006113	2	Superior cerebellar artery syndrome	stroke			
698	a39751000006114	2	Oth cereb h'ge inj no open intracran wnd+concussion unspec	stroke			
699	a7295961000006113	2	Superior cerebellar artery syndrome	stroke			
700	a3510963013	2	Lacunar ataxic hemiparesis of left dominant side	stroke			
701	a296933017	2	Embolism superior longitudinal sinus	stroke			
702	a3510961010	2	Lacunar ataxic hemiparesis of right dominant side	stroke			
703	a3510961010	2	Lacunar ataxic hemiparesis of right dominant side	stroke			
704	a5583101000006116	2	Subarachnoid haemorrhage from basilar artery aneurysm	stroke			
705	a8087231000006116	2	Right carotid artery occlusion	stroke			
706	a39711000006113	2	Oth cereb h'ge inj + open intracran wnd+concussion unspec	stroke			
707	a3964661000006114	2	Subcortical atherosclerotic dementia	stroke			
708	a124131000006114	2	Subdural h'ge inj no open intracran wnd+1-24hr loss consc	stroke			
709	a3964661000006114	2	Subcortical atherosclerotic dementia	stroke			
710	a5589431000006117	2	Perinatal cerebral ischaemia	stroke			
711	a3533574016	2	Spontaneous intracranial haemorrhage	stroke			
712	a3533578018	2	Nontraumatic intracranial haemorrhage	stroke			
713	a7067811000006116	2	Cerebral vasculitis	stroke			
714	a3508958019	2	Cerebrovascular accident due to thrombus of right carotid artery	stroke			
715	a3522691000006112	2	Cerebrovascular lesion	stroke			
716	a3508958019	2	Cerebrovascular accident due to thrombus of right carotid artery	stroke			
717	a3971071000006116	2	Vertebral artery narrowing	stroke			
718	a3511086012	2	Thrombosis of right vertebral artery	stroke			
719	a3509799010	2	Cerebrovascular accident due to occlusion of left posterior cerebral artery	stroke			
720	a3511086012	2	Thrombosis of right vertebral artery	stroke			
721	a3636969013	2	Occlusion of right middle cerebral artery by embolus	stroke			
722	a3083011000006110	2	R.I.N.D. syndrome	stroke			
723	a3636969013	2	Occlusion of right middle cerebral artery by embolus	stroke			
724	a659981000006114	2	Extradural h'ge inj + open intracran wnd+concussion unspec	stroke			
725	a4405821000006119	2	Disorder of intracranial venous sinus	stroke			
726	a7134241000006113	2	Intraparenchymal haematoma of brain	stroke			
727	a4854331000006110	2	Traumatic subdural hemorrhage	stroke			
728	a5836951000006117	2	Intracranial venous thrombosis	stroke			
729	a5058411000006114	2	Ruptured cerebral aneurysm	stroke			
730	a123431000006119	2	Subarachnoid h'ge inj no open intracran wound + unspec consc	stroke			
731	a3510963013	2	Lacunar ataxic hemiparesis of left dominant side	stroke			
732	a13909861000006114	2	Cerebral ischaemic stroke due to dissection of artery	stroke			
733	a13909861000006114	2	Cerebral ischaemic stroke due to dissection of artery	stroke			
734	a3962581000006110	2	Thrombosis of cavernous venous sinus	stroke			
735	a4056911000006110	2	Subdural intracranial haematoma	stroke			
736	a5583121000006114	2	Subarachnoid haemorrhage from posterior inferior cerebellar artery aneurysm	stroke			
737	a660051000006115	2	Extradural h'ge inj no open intracran wnd+>24hr LOC-restored	stroke			
738	a39791000006115	1	Oth cerebral h'ge inj + open intracran wnd+1-24hr loss consc	stroke			
739	a9843691000006117	1	Left vertebral artery dissection	stroke			
740	a3509863013	1	Non-ruptured acquired cerebral aneurysm	stroke			
741	a3561811000006118	1	Cerebral arteriosclerosis	stroke			
742	a5011861000006114	1	Asymptomatic cerebrovascular disease	stroke			
743	a7572361000006118	1	Non-aneurysmal subarachnoid intracranial haemorrhage	stroke			
744	a659951000006118	1	Extradural haemorrhage following injury with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) without return to pre-existing conscious level	stroke			
745	a5011331000006114	1	Anterior cerebral circulation haemorrhagic infarction	stroke			
746	a3648391000006110	1	Sagittal sinus thrombosis	stroke			
747	a5588531000006112	1	Germinal matrix haemorrhage	stroke			
748	a2664611000006117	1	"Vascular dementia, with delirium"	stroke			
749	a659961000006116	1	Extradural haemorrhage following injury with open intracranial wound AND prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level	stroke			
750	a3964651000006112	1	Subcortical arteriosclerotic encephalopathy	stroke			
751	a660001000006119	1	Extradural h'ge inj + open intracranial wnd + unspec consc	stroke			
752	a3512174014	1	Embolus of right posterior cerebral artery	stroke			
753	a7572421000006118	1	Cerebral vasoconstriction syndrome	stroke			
754	a8026081000006119	1	Visual disturbance as sequela of cerebrovascular disease	stroke			
755	a7108011000006118	1	Occipital extradural haematoma	stroke			
756	a123301000006118	1	Subarach h'ge inj + open intracran wnd+LOC unspec duration	stroke			
757	a5004981000006112	1	Intracranial septic embolism	stroke			
758	a3512174014	1	Embolus of right posterior cerebral artery	stroke			
759	a2871241000006118	1	Ventricular haemorrhage	stroke			
760	a3636133016	1	Cerebrovascular accident due to occlusion of right middle cerebral artery by embolus	stroke			
761	a6837061000006117	1	Basal ganglion infarct	stroke			
762	a3636133016	1	Cerebrovascular accident due to occlusion of right middle cerebral artery by embolus	stroke			
763	a8087221000006119	1	Left carotid artery occlusion	stroke			
764	a6837061000006117	1	Basal ganglion infarct	stroke			
765	a660101000006115	1	Extradural h'ge inj no open intracranial wnd+<1hr loss consc	stroke			
766	a3964651000006112	1	Subcortical arteriosclerotic encephalopathy	stroke			
767	a296943019	1	Phlebitis of superior longitudinal sinus	stroke			
768	a9843651000006111	1	Right vertebral artery dissection	stroke			
769	a3687331000006115	1	Acute hemorrhagic leukoencephalitis	stroke			
770	a124081000006114	1	Subdural h'ge inj + open intracranial wnd+concussion unspec	stroke			
771	a5597601000006115	1	Ruptured aneurysm of basilar artery	stroke			
772	a7289131000006116	1	Recurrent transient cerebral ischemic attack	stroke			
773	a3070021000006116	1	Orbital apex-sphenoid syndrome	stroke			
774	a7497191000006114	1	Chronic non-traumatic intracranial subdural haemorrhage	stroke			
775	a123331000006114	1	Subarach h'ge inj no open intracran wnd+LOC unspec duration	stroke			
776	a200621000006117	1	Puerperal cerebrovascular disorder with antenatal complication	stroke			
777	a13905301000006116	1	Bilateral occlusion of pontine arteries	stroke			
778	a7572391000006114	1	Perimesencephalic subarachnoid hemorrhage	stroke			
779	a3533575015	1	Spontaneous intracranial hemorrhage	stroke			
780	a13905301000006116	1	Bilateral occlusion of pontine arteries	stroke			
781	a3930501000006113	1	Amaurosis fugax (one sided temporary vision loss)	stroke			
782	a5011331000006114	1	Anterior cerebral circulation haemorrhagic infarction	stroke			
783	a7289131000006116	1	Recurrent transient cerebral ischemic attack	stroke			
784	a3505881015	1	Right middle cerebral artery thrombosis	stroke			
785	a13909891000006118	1	Cerebral ischaemic stroke due to hypercoagulable state	stroke			
786	a5011571000006117	1	Subarachnoid hemorrhage due to ruptured arteriovenous malformation	stroke			
787	a200631000006119	1	Puerperal cerebrovascular disorder with postnatal complication	stroke			
788	a5597491000006112	1	Ruptured aneurysm of middle cerebral artery	stroke			
789	a3505881015	1	Right middle cerebral artery thrombosis	stroke			
790	a659971000006111	1	Extradural haemorrhage following injury with open intracranial wound AND moderate loss of consciousness (1-24 hours)	stroke			
791	a7751381000006116	1	Sneddon syndrome	stroke			
792	a13909891000006118	1	Cerebral ischaemic stroke due to hypercoagulable state	stroke			
793	a3505555010	1	Occlusion of right vertebral artery	stroke			
794	a2832661000006113	1	Subcortical hemorrhage	stroke			
795	a3515795019	1	Acute nontraumatic subdural haemorrhage	stroke			
796	a7951271000006116	1	Haemorrhage of medulla oblongata	stroke			
797	a7951271000006116	1	Haemorrhage of medulla oblongata	stroke			
798	a989211000006119	1	Cerebral haemorrhage NOS	stroke			
799	a7525971000006116	1	Embolism of middle cerebral artery	stroke			
800	a3610791000006116	1	Pseudotumour cerebri	stroke			
801	a5649201000006113	1	Extension of cerebrovascular accident	stroke			
802	a2841171000006115	1	Subarachnoid intracranial hemorrhage	stroke			
803	a2841151000006113	1	SAH - Subarachnoid hemorrhage	stroke			
804	a5656921000006118	1	Non-traumatic intracranial subdural haematoma	stroke			
805	a4056951000006111	1	Brainstem haemorrhage	stroke			
806	a4056951000006111	1	Brainstem haemorrhage	stroke			
807	a7064691000006118	1	Transient cerebral ischaemia due to atrial fibrillation	stroke			
808	a3509790014	1	Cerebrovascular accident due to occlusion of right posterior cerebral artery	stroke			
809	a7064691000006118	1	Transient cerebral ischaemia due to atrial fibrillation	stroke			
810	a3509790014	1	Cerebrovascular accident due to occlusion of right posterior cerebral artery	stroke			
811	a5726831000006118	1	Cerebral ischaemia	stroke			
812	a2893541000006113	1	Weber-Gubler syndrome	stroke			
813	a3509777019	1	Cerebrovascular accident due to occlusion of left pontine artery	stroke			
814	a12223131000006114	1	ICH - intracerebral hemorrhage	stroke			
815	a5011421000006117	1	Thalamic hemorrhage	stroke			
816	a989201000006117	1	Cerebral haemorrhage	stroke			
817	a5011421000006117	1	Thalamic hemorrhage	stroke			
818	a660011000006116	1	Extradural haemorrhage following injury with open intracranial wound AND brief loss of consciousness (less than one hour)	stroke			
819	a3508952018	1	Cerebrovascular accident due to thrombus of left carotid artery	stroke			
820	a3414231000006117	1	MID - Multi-infarct dementia	stroke			
821	a3508952018	1	Cerebrovascular accident due to thrombus of left carotid artery	stroke			
822	a3414231000006117	1	MID - Multi-infarct dementia	stroke			
823	a660061000006118	1	Extradural h'ge inj no open intracran wnd+1-24hr loss consc	stroke			
824	a3964671000006119	1	Chronic progressive subcortical encephalopathy	stroke			
825	a2893541000006113	1	Weber-Gubler syndrome	stroke			
826	a5649201000006113	1	Extension of cerebrovascular accident	stroke			
827	a124101000006118	1	Subdural haemorrhage following injury with open intracranial wound AND brief loss of consciousness (less than one hour)	stroke			
828	a4396451000006110	1	Intracranial haemorrhage following injury with brief loss of consciousness	stroke			
829	a3964671000006119	1	Chronic progressive subcortical encephalopathy	stroke			
830	a3687811000006118	1	Cerebral hemisphere haemorrhage	stroke			
831	a39761000006111	1	Oth cereb h'ge inj no open intracran wnd+LOC unspec duration	stroke			
832	a2726591000006119	1	Anterior choroidal artery syndrome	stroke			
833	a2832661000006113	1	Subcortical hemorrhage	stroke			
834	a8089851000006116	1	Nontraumatic intracerebral haemorrhage	stroke			
835	a2726591000006119	1	Anterior choroidal artery syndrome	stroke			
836	a39731000006119	1	Oth cereb h'ge inj no open intracran wnd+>24hr LOC +recovery	stroke			
837	a5582951000006110	1	Unruptured aneurysm of basilar artery	stroke			
838	a35791000006117	1	Other cerebral h'ge after injury + open intracranial wound	stroke			
